experience,batting intent,batting consistency,pace wicket taker,pace economy,spin wicket taker,spin economy,player,season,team
100.0,90.4534672805916,53.173435909039476,5.88235294117647,0.0,5.88235294117647,0.0,Ashish Reddy,2016,SRH
100.0,15.94530486954095,4.5253988007693176,0.0,0.0,76.47058823529412,0.0,Amit Mishra,2016,DD
100.0,55.81135761127389,2.2626994003846588,52.94117647058824,0.0,0.0,0.0,Ashish Nehra,2016,SRH
100.0,0.0,0.0,0.0,0.0,70.58823529411765,0.0,Adam Zampa,2016,RPS
100.0,0.0,0.0,0.0,0.0,64.70588235294117,0.0,Ashok Dinda,2016,RPS
100.0,94.43839821403655,100.0,100.0,0.0,100.0,0.0,AB de Villiers,2016,RCB
100.0,41.33947258267057,15.092205000565675,100.0,0.0,100.0,0.0,Akshdeep Nath,2016,GL
100.0,92.03850983675177,60.776105894331934,88.23529411764706,0.0,88.23529411764706,0.0,Andre Russell,2016,KKR
100.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,Adam Milne,2016,RCB
100.0,73.60401841774801,88.92408643511709,0.0,0.0,0.0,0.0,Aaron Finch,2016,GL
100.0,70.68508441467839,98.74420183278652,0.0,0.0,0.0,0.0,Ajinkya Rahane,2016,RPS
100.0,29.764197014092364,9.050797601538635,0.0,0.0,0.0,0.0,Aditya Tare,2016,SRH
100.0,80.45765313241245,35.88641249010069,76.47058823529412,0.0,76.47058823529412,0.0,Axar Rajesh Patel,2016,KXIP
100.0,0.0,0.0,17.647058823529413,0.0,0.0,0.0,Ankit Singh Rajpoot,2016,KKR
100.0,67.29733500767405,68.69555379567825,0.0,0.0,0.0,0.0,Ambati Rayudu,2016,MI
100.0,55.81135761127389,6.788098201153976,5.88235294117647,0.0,5.88235294117647,0.0,Ankit Sharma,2016,RPS
100.0,0.0,0.0,100.0,0.0,0.0,0.0,Anureet Singh,2016,KXIP
100.0,88.88516813171479,16.223554700758,100.0,0.0,0.0,0.0,Bhuvneshwar Kumar,2016,SRH
100.0,75.40672526859215,50.050910736508655,0.0,0.0,0.0,0.0,Brendon McCullum,2016,GL
100.0,55.81135761127389,9.050797601538635,82.35294117647058,0.0,0.0,0.0,Barinder Singh Sran,2016,SRH
100.0,100.0,73.53773051250141,29.411764705882355,0.0,29.411764705882355,0.0,Ben Cutting,2016,SRH
100.0,100.0,57.6988347098088,17.647058823529413,0.0,17.647058823529413,0.0,Bipul Sharma,2016,SRH
100.0,55.81135761127389,22.62699400384659,100.0,0.0,100.0,0.0,Colin Munro,2016,KKR
100.0,63.424026789451645,56.56748500961647,0.0,0.0,0.0,0.0,Chris Lynn,2016,KKR
100.0,84.45932747314079,51.36327638873176,0.0,0.0,0.0,0.0,Christopher Gayle,2016,RCB
100.0,99.84651876656899,100.0,76.47058823529412,0.0,76.47058823529412,0.0,Christopher Morris,2016,DD
100.0,41.85851820845542,6.788098201153976,64.70588235294117,0.0,64.70588235294117,0.0,Chris Jordan,2016,RCB
100.0,100.0,31.29313270731983,41.17647058823529,0.0,41.17647058823529,0.0,Carlos Brathwaite,2016,DD
100.0,69.76419701409236,11.313497001923295,100.0,0.0,100.0,0.0,David Wiese,2016,RCB
100.0,69.1223664015627,36.42946034619301,0.0,0.0,0.0,0.0,David Miller,2016,KXIP
100.0,84.66582949630248,100.0,0.0,0.0,0.0,0.0,David Warner,2016,SRH
100.0,67.38105204409098,28.012218576762077,100.0,0.0,100.0,0.0,Dwayne Bravo,2016,GL
100.0,67.53732384540254,23.283176829958137,17.647058823529413,0.0,17.647058823529413,0.0,Deepak Hooda,2016,SRH
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Deepak Chahar,2016,RPS
100.0,82.19338635412306,66.63649734132821,47.05882352941176,0.0,47.05882352941176,0.0,Dwayne Smith,2016,GL
100.0,94.18166596902469,30.546441905192896,100.0,0.0,0.0,0.0,Dhawal Kulkarni,2016,GL
100.0,27.905678805636946,2.2626994003846588,100.0,0.0,0.0,0.0,Dale Steyn,2016,GL
100.0,65.37742430584623,55.66240524946261,0.0,0.0,0.0,0.0,Eoin Morgan,2016,SRH
100.0,95.67741035300683,27.152392804615904,0.0,0.0,0.0,0.0,Eklavya Dwivedi,2016,GL
100.0,60.10325101158085,15.838895802692612,100.0,0.0,100.0,0.0,Farhaan Behardien,2016,KXIP
100.0,70.96972233849587,77.67847041520534,0.0,0.0,0.0,0.0,Faf Du Plessis,2016,RPS
100.0,68.03404492814288,87.20443489082476,0.0,0.0,0.0,0.0,Gautam Gambhir,2016,KKR
100.0,0.0,0.0,23.52941176470588,0.0,0.0,0.0,Brad Hogg,2016,KKR
100.0,48.33263569136319,47.516687408077836,0.0,0.0,0.0,0.0,George Bailey,2016,RPS
100.0,80.56369471187385,45.00509107365087,100.0,0.0,100.0,0.0,Glenn Maxwell,2016,KXIP
100.0,73.3361239012139,51.13700644869329,11.76470588235294,0.0,11.76470588235294,0.0,Gurkeerat Singh,2016,KXIP
100.0,38.97865215571369,14.232379228419504,17.647058823529413,0.0,17.647058823529413,0.0,Hardik Pandya,2016,MI
100.0,73.63192409655365,59.21484330806652,0.0,0.0,0.0,0.0,Hashim Amla,2016,KXIP
100.0,0.0,0.0,5.88235294117647,0.0,5.88235294117647,0.0,Harshal Patel,2016,RCB
100.0,61.12459885586716,69.3969906097975,0.0,0.0,52.94117647058824,0.0,Harbhajan Singh,2016,MI
100.0,0.0,0.0,17.647058823529413,0.0,0.0,0.0,Ishant Sharma,2016,RPS
100.0,47.22757081065997,8.304106799411699,100.0,0.0,100.0,0.0,Irfan Pathan,2016,RPS
100.0,39.86605274173294,11.313497001923295,0.0,0.0,29.411764705882355,0.0,Imran Tahir,2016,DD
100.0,76.48388447048974,83.71987781423238,35.294117647058826,0.0,35.294117647058826,0.0,Iqbal Abdulla,2016,RCB
100.0,57.17315473698898,19.006674963231134,0.0,0.0,0.0,0.0,Ishan Kishan,2016,GL
100.0,0.0,0.0,0.0,0.0,100.0,0.0,Jagadeesha Suchith,2016,MI
100.0,33.48681456676433,6.788098201153976,11.76470588235294,0.0,11.76470588235294,0.0,Jayant Yadav,2016,DD
100.0,99.22143156132273,36.20319040615454,11.76470588235294,0.0,11.76470588235294,0.0,Albie Morkel,2016,RPS
100.0,76.93037533137993,52.44937210091639,0.0,0.0,0.0,0.0,Jos Buttler,2016,MI
100.0,0.0,0.0,100.0,0.0,0.0,0.0,Jaydev Unadkat,2016,KKR
100.0,40.5916003906795,18.10159520307727,88.23529411764706,0.0,88.23529411764706,0.0,Jasprit Bumrah,2016,MI
100.0,64.62397097809404,12.444846702115624,11.76470588235294,0.0,11.76470588235294,0.0,Jason Holder,2016,KKR
100.0,68.33542625924375,86.43511709469398,11.76470588235294,0.0,11.76470588235294,0.0,Jean-Paul Duminy,2016,DD
100.0,74.09515836472721,58.08349360787419,11.76470588235294,0.0,11.76470588235294,0.0,James Faulkner,2016,GL
100.0,0.0,0.0,0.0,0.0,11.76470588235294,0.0,John Hastings,2016,KKR
100.0,80.22882656620621,58.55866048195497,100.0,0.0,100.0,0.0,Kieron Pollard,2016,MI
100.0,65.95786242500348,29.415092205000565,0.0,0.0,17.647058823529413,0.0,K.C. Cariappa,2016,KXIP
100.0,70.28882377563833,58.30976354791267,0.0,0.0,0.0,0.0,Dinesh Karthik,2016,GL
100.0,100.0,89.37662631519403,35.294117647058826,0.0,35.294117647058826,0.0,Krunal Pandya,2016,MI
100.0,90.69345611832007,29.415092205000565,11.76470588235294,0.0,0.0,0.0,Kyle Abbott,2016,KXIP
100.0,67.08525184875121,80.77836859373232,0.0,0.0,0.0,0.0,Karun Nair,2016,DD
100.0,81.46225756941537,99.8076705509673,0.0,0.0,0.0,0.0,KL Rahul,2016,RCB
100.0,75.61322729175386,95.03337481615567,100.0,0.0,100.0,0.0,Kedar Jadhav,2016,RCB
100.0,66.78945165341148,55.05147641135875,0.0,0.0,0.0,0.0,Kevin Pietersen,2016,RPS
100.0,56.26342960792521,46.7699966059509,0.0,0.0,0.0,0.0,Kane Williamson,2016,SRH
100.0,66.97362913352866,81.45717841384771,100.0,0.0,100.0,0.0,Karn Sharma,2016,SRH
100.0,55.81135761127389,2.2626994003846588,47.05882352941176,0.0,0.0,0.0,Kane Richardson,2016,RCB
100.0,0.0,0.0,0.0,0.0,35.294117647058826,0.0,Kuldeep Yadav,2016,KKR
100.0,55.81135761127389,18.10159520307727,0.0,0.0,0.0,0.0,Lendl Simmons,2016,MI
100.0,0.0,0.0,0.0,0.0,41.17647058823529,0.0,Murugan Ashwin,2016,RPS
100.0,55.81135761127389,2.2626994003846588,58.82352941176471,0.0,0.0,0.0,Morne Morkel,2016,KKR
100.0,69.45723454723036,78.85507410340537,0.0,0.0,0.0,0.0,Murali Vijay,2016,KXIP
100.0,68.59215850425562,52.04208620884715,0.0,0.0,0.0,0.0,Manan Vohra,2016,KXIP
100.0,60.2762662201758,20.36429460346193,0.0,0.0,0.0,0.0,Mayank Agarwal,2016,DD
100.0,64.6965257429887,34.325149903835275,70.58823529411765,0.0,70.58823529411765,0.0,Moises Henriques,2016,SRH
100.0,19.93023580298591,5.656748500961648,11.76470588235294,0.0,0.0,0.0,Mitchell Johnson,2016,KXIP
100.0,57.84289102832426,42.99128860730852,0.0,0.0,0.0,0.0,Martin Guptill,2016,MI
100.0,82.5059299567462,25.636384206358187,100.0,0.0,0.0,0.0,Mitchell McClenaghan,2016,MI
100.0,75.63555183479839,70.14368141192443,0.0,0.0,0.0,0.0,Manish Pandey,2016,KKR
100.0,68.6926189479559,18.10159520307727,76.47058823529412,0.0,0.0,0.0,Mohit Sharma,2016,KXIP
100.0,75.45137435468116,82.58852811404005,47.05882352941176,0.0,47.05882352941176,0.0,Marcus Stoinis,2016,KXIP
100.0,35.5183479838147,15.838895802692612,23.52941176470588,0.0,23.52941176470588,0.0,Mitchell Marsh,2016,RPS
100.0,75.47928003348682,91.79771467360561,100.0,0.0,100.0,0.0,MS Dhoni,2016,RPS
100.0,27.905678805636946,4.5253988007693176,29.411764705882355,0.0,0.0,0.0,Mohammad Shami,2016,DD
100.0,0.0,0.0,100.0,0.0,0.0,0.0,Mustafizur Rahman,2016,SRH
100.0,78.43728198688432,78.44778821133612,100.0,0.0,100.0,0.0,Nitish Rana,2016,MI
100.0,90.01813869122365,48.48964815024324,52.94117647058824,0.0,52.94117647058824,0.0,Thisara Perera,2016,RPS
100.0,35.881121808287986,20.36429460346193,17.647058823529413,0.0,0.0,0.0,Nathan Coulter-Nile,2016,DD
100.0,40.11720385098367,26.021043104423576,0.0,0.0,0.0,0.0,Nikhil Shankar Naik,2016,KXIP
100.0,55.00209292591042,30.77271184523136,0.0,0.0,0.0,0.0,Naman Ojha,2016,SRH
100.0,49.610715780661366,13.576196402307952,0.0,0.0,52.94117647058824,0.0,Praveen Kumar,2016,GL
100.0,53.9193525882517,64.48693291096278,5.88235294117647,0.0,5.88235294117647,0.0,Pawan Negi,2016,DD
100.0,81.5682991488768,42.99128860730852,17.647058823529413,0.0,17.647058823529413,0.0,Pardeep Sahu,2016,KXIP
100.0,65.42207339193526,40.04977938680846,0.0,0.0,0.0,0.0,Parthiv Patel,2016,MI
100.0,0.0,0.0,100.0,0.0,100.0,0.0,Pradeep Sangwan,2016,GL
100.0,57.96009487930793,20.36429460346193,0.0,0.0,64.70588235294117,0.0,Piyush Chawla,2016,KKR
100.0,27.905678805636946,13.576196402307952,0.0,0.0,0.0,0.0,Peter Handscomb,2016,RPS
100.0,21.705036975024417,15.838895802692612,29.411764705882355,0.0,0.0,0.0,Pravin Tambe,2016,GL
100.0,62.011999441886424,22.62699400384659,5.88235294117647,0.0,5.88235294117647,0.0,Parvez Rasool,2016,RCB
100.0,75.71926887121528,83.90089376626315,0.0,0.0,0.0,0.0,Quinton De Kock,2016,DD
